#
# conName	fromPadded	toPadded	fromUnPadded	toUnPadded	len	type	SNPqual	qualA	qualC	qualG	qualT	qual*	comment
#
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	0	4	0	4	5	MIRA							Assembled with MIRA
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13739	13739	13710	13710	1	SRMc	78	0	0	90	78	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13843	13843	13813	13813	1	SRMc	31	88	90	31	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13961	13961	13931	13931	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13967	13967	13937	13937	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13970	13970	13940	13940	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13974	13974	13944	13944	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13981	13981	13951	13951	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13997	13997	13967	13967	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14009	14009	13978	13978	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14025	14025	13994	13994	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14035	14035	14004	14004	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14045	14045	14014	14014	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14083	14083	14052	14052	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14224	14224	14193	14193	1	SRMc	87	87	90	0	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14336	14336	14305	14305	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14343	14343	14312	14312	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14350	14350	14319	14319	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14357	14357	14326	14326	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14379	14379	14348	14348	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14414	14414	14383	14383	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14419	14419	14388	14388	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14422	14422	14391	14391	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14537	14537	14506	14506	1	SRMc	84	84	90	0	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14616	14616	14585	14585	1	SRMc	81	0	0	90	81	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14639	14639	14608	14608	1	SRMc	89	0	90	0	89	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14722	14722	14691	14691	1	SRMc	89	0	90	0	89	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14769	14769	14738	14738	1	SRMc	77	0	0	89	77	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14967	14967	14936	14936	1	SROc							high
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	15001	15056	14970	15025	56	MCVc							
