#
# conName	fromPadded	toPadded	fromUnPadded	toUnPadded	len	type	SNPqual	qualA	qualC	qualG	qualT	qual*	comment
#
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	0	4	0	4	5	MIRA							Assembled with MIRA
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	6570	6570	6561	6561	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	6576	6576	6567	6567	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	6591	6591	6582	6582	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	6593	6593	6584	6584	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	6594	6594	6585	6585	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	6596	6596	6587	6587	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	6619	6619	6610	6610	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	6649	6649	6640	6640	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	6665	6665	6656	6656	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	6674	6674	6665	6665	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	6691	6691	6682	6682	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	6713	6713	6704	6704	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	6736	6736	6727	6727	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	6741	6741	6732	6732	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	6770	6770	6761	6761	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	6781	6781	6772	6772	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	6783	6783	6774	6774	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	6789	6789	6780	6780	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	6808	6808	6799	6799	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	6822	6822	6813	6813	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	6823	6823	6814	6814	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	6913	6913	6904	6904	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	6918	6918	6909	6909	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	6935	6935	6926	6926	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	6937	6937	6928	6928	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	6949	6949	6940	6940	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	6951	6951	6942	6942	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7079	7079	7068	7068	1	WRMc	90	0	0	0	90	90	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7204	7204	7193	7193	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7205	7205	7194	7194	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7210	7210	7199	7199	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7211	7211	7200	7200	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7214	7214	7203	7203	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7216	7216	7205	7205	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7266	7266	7255	7255	1	IUPc							Strain 'tru2': Y
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7266	7266	7255	7255	1	STMS							Solved vote:  / txt (4) C 30  is in  
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7266	7266	7255	7255	1	UNSc							high
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7277	7277	7266	7266	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7383	7383	7372	7372	1	IUPc							Strain 'tru2': Y
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7383	7383	7372	7372	1	STMS							Solved vote:  / txt (4) T 30  is in  
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7383	7383	7372	7372	1	UNSc							medium
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7457	7457	7446	7446	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7486	7486	7475	7475	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7505	7505	7494	7494	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7571	7571	7560	7560	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7596	7596	7585	7585	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7607	7607	7596	7596	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7621	7621	7610	7610	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7634	7634	7623	7623	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7638	7638	7627	7627	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7641	7641	7630	7630	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7755	7755	7744	7744	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7796	7796	7785	7785	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7807	7807	7796	7796	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7813	7813	7802	7802	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7821	7821	7810	7810	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7823	7823	7812	7812	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7827	7827	7816	7816	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7829	7829	7818	7818	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7830	7830	7819	7819	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7915	7915	7904	7904	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	7927	7927	7916	7916	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	8081	8081	8070	8070	1	SRMc	87	0	0	90	87	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	8198	8198	8187	8187	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	8324	8324	8313	8313	1	SRMc	90	90	0	90	0	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	8375	8375	8364	8364	1	SRMc	90	90	90	0	0	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	8496	8496	8485	8485	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	8507	8507	8496	8496	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	8512	8512	8501	8501	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	8615	8615	8604	8604	1	SRMc	90	0	90	0	90	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	8715	8715	8704	8704	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	8720	8720	8709	8709	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	8729	8729	8718	8718	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	8759	8759	8748	8748	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	8761	8761	8750	8750	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	8765	8765	8754	8754	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	8768	8768	8757	8757	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	8769	8769	8758	8758	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	8780	8780	8769	8769	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	8781	8781	8770	8770	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	8784	8784	8773	8773	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	8793	8793	8782	8782	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	8805	8805	8794	8794	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	8815	8815	8804	8804	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	8824	8824	8813	8813	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	8826	8826	8815	8815	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	8833	8833	8822	8822	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	8936	8936	8925	8925	1	SRMc	81	0	90	0	81	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9069	9069	9058	9058	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9070	9070	9059	9059	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9077	9077	9066	9066	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9079	9079	9068	9068	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9082	9082	9071	9071	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9098	9098	9087	9087	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9135	9135	9124	9124	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9139	9139	9128	9128	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9162	9162	9151	9151	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9167	9167	9156	9156	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9172	9172	9161	9161	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9177	9177	9166	9166	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9185	9185	9174	9174	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9210	9210	9199	9199	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9220	9220	9209	9209	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9231	9231	9220	9220	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9232	9232	9221	9221	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9242	9242	9231	9231	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9244	9244	9233	9233	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9254	9254	9243	9243	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9256	9256	9245	9245	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9276	9276	9265	9265	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9278	9278	9267	9267	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9281	9281	9270	9270	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9388	9388	9377	9377	1	SRMc	89	0	89	0	90	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9588	9588	9577	9577	1	SRMc	70	70	90	0	90	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9696	9696	9685	9685	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9698	9698	9687	9687	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9703	9703	9692	9692	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9714	9714	9703	9703	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9727	9727	9716	9716	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9764	9764	9753	9753	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9766	9766	9755	9755	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9770	9770	9759	9759	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9772	9772	9761	9761	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9794	9794	9783	9783	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9806	9806	9795	9795	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9833	9833	9822	9822	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9888	9888	9877	9877	1	IUPc							Strain 'tru2': R
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9888	9888	9877	9877	1	STMS							Solved vote:  / txt (4) G 30  is in  
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9888	9888	9877	9877	1	UNSc							high
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9890	9890	9879	9879	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9983	9983	9972	9972	1	IUPc							Strain 'tru2': R
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9983	9983	9972	9972	1	STMS							Solved vote:  / txt (4) A 30  is in  
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	9983	9983	9972	9972	1	UNSc							high
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	10076	10076	10065	10065	1	IUPc							Strain 'tru2': K
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	10076	10076	10065	10065	1	STMS							Solved vote:  / txt (4) G 30  is in  
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	10076	10076	10065	10065	1	UNSc							high
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	10080	10080	10069	10069	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	10183	10183	10171	10171	1	SRMc	35	0	89	35	90	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	10454	10454	10442	10442	1	SRMc	86	86	0	0	90	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	10510	10510	10498	10498	1	IUPc							Strain 'tru2': Y
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	10510	10510	10498	10498	1	STMS							Solved vote:  / txt (4) T 30  is in  
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	10510	10510	10498	10498	1	UNSc							high
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	10648	10648	10636	10636	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	10650	10650	10638	10638	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	10682	10682	10670	10670	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	10689	10689	10677	10677	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	10767	10767	10755	10755	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	10767	10767	10755	10755	1	STMS							Solved vote:  / txt (4) A 30  is in  
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	10884	10884	10871	10871	1	SRMc	90	0	0	90	90	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	10922	10922	10909	10909	1	SRMc	85	85	0	90	0	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11116	11116	11103	11103	1	IUPc							Strain 'tru2': K
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11116	11116	11103	11103	1	STMS							Solved vote:  / txt (4) G 30  is in  
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11116	11116	11103	11103	1	UNSc							high
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11128	11128	11115	11115	1	IUPc							Strain 'tru2': Y
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11128	11128	11115	11115	1	STMS							Solved vote:  / txt (4) C 30  is in  
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11128	11128	11115	11115	1	UNSc							high
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11143	11143	11130	11130	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11165	11165	11152	11152	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11214	11214	11201	11201	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11220	11220	11207	11207	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11241	11241	11228	11228	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11311	11311	11298	11298	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11348	11348	11335	11335	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11405	11405	11392	11392	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11407	11407	11394	11394	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11410	11410	11397	11397	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11413	11413	11400	11400	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11431	11431	11418	11418	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11433	11433	11420	11420	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11455	11455	11442	11442	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11576	11576	11563	11563	1	SRMc	90	90	0	90	0	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11745	11745	11732	11732	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11764	11764	11751	11751	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11765	11765	11752	11752	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11772	11772	11759	11759	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11775	11775	11762	11762	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11780	11780	11767	11767	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11785	11785	11772	11772	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11786	11786	11773	11773	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11804	11804	11791	11791	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11810	11810	11797	11797	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11830	11830	11817	11817	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11831	11831	11818	11818	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	11932	11932	11919	11919	1	SRMc	89	89	0	90	0	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12052	12052	12039	12039	1	SRMc	86	0	90	86	0	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12066	12066	12053	12053	1	SRMc	86	0	86	0	90	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12170	12170	12157	12157	1	SRMc	90	0	90	0	90	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12284	12284	12271	12271	1	SRMc	90	0	90	0	90	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12386	12386	12373	12373	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12399	12399	12386	12386	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12406	12406	12393	12393	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12439	12439	12426	12426	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12462	12462	12449	12449	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12463	12463	12450	12450	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12464	12464	12451	12451	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12465	12465	12452	12452	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12469	12469	12456	12456	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12478	12478	12465	12465	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12492	12492	12479	12479	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12508	12508	12495	12495	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12575	12575	12561	12561	1	IUPc							Strain 'tru2': S
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12575	12575	12561	12561	1	STMS							Solved vote:  / txt (4) C 30  is in  
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12575	12575	12561	12561	1	UNSc							high
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12585	12585	12571	12571	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12607	12607	12593	12593	1	IUPc							Strain 'tru2': Y
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12607	12607	12593	12593	1	STMS							Solved vote:  / txt (4) T 30  is in  
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12607	12607	12593	12593	1	UNSc							high
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12695	12695	12681	12681	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12708	12708	12694	12694	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12730	12730	12716	12716	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12757	12757	12743	12743	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12772	12772	12758	12758	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12830	12830	12816	12816	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12834	12834	12820	12820	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12872	12872	12856	12856	1	SROc							high
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12873	12873	12857	12857	1	SROc							high
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	12955	12955	12939	12939	1	SRMc	90	90	0	0	0	90	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	13077	13077	13061	13061	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	13117	13117	13101	13101	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	13210	13210	13193	13193	1	SROc							high
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	13313	13313	-1	-1	1	SRMc	90	0	90	0	0	90	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	13362	13362	13343	13343	1	SRMc	87	90	0	0	0	87	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	13466	13466	13447	13447	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	13472	13472	13453	13453	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	13496	13496	13477	13477	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	13505	13505	13486	13486	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	13606	13606	13587	13587	1	SRMc	84	84	0	0	87	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb_bb_bb	13987	13987	13968	13968	1	SRMc	90	0	90	0	90	0	
