#
# conName	fromPadded	toPadded	fromUnPadded	toUnPadded	len	type	SNPqual	qualA	qualC	qualG	qualT	qual*	comment
#
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	0	4	0	4	5	MIRA							Assembled with MIRA
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12308	12308	12293	12293	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12424	12424	12409	12409	1	SRMc	40	90	0	90	40	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12524	12524	12509	12509	1	WRMc	70	90	0	0	0	70	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12527	12527	12512	12512	1	SRMc	90	90	0	90	0	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12630	12630	12615	12615	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12635	12635	12620	12620	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12654	12654	12639	12639	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12792	12792	12773	12773	1	SRMc	80	0	80	0	86	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12822	12845	12803	12826	24	MCVc							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12849	12849	12830	12830	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12897	12897	12878	12878	1	SRMc	88	90	0	0	88	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12908	12908	-1	-1	1	SROc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	12938	12938	12918	12918	1	SRMc	84	89	0	0	84	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	13053	13053	13033	13033	1	SRMc	79	0	0	90	79	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	13173	13173	13153	13153	1	IUPc							Strain 'thy1': Y
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	13173	13173	13153	13153	1	STMS							Solved vote:  / txt (4) C 30  is in  
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	13173	13173	13153	13153	1	UNSc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	13455	13455	13435	13435	1	SRMc	87	88	0	87	0	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	13710	13710	13690	13690	1	SRMc	75	75	0	89	0	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	13902	13902	13882	13882	1	IUPc							Strain 'thy1': Y
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	13902	13902	13882	13882	1	STMS							Solved vote:  / txt (4) T 30  is in  
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	13902	13902	13882	13882	1	UNSc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	14286	14286	14266	14266	1	SRMc	85	86	0	85	0	0	
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	14484	14484	14464	14464	1	IUPc							Strain 'thy1': R
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	14484	14484	14464	14464	1	STMS							Solved vote:  / txt (4) G 30  is in  
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	14484	14484	14464	14464	1	UNSc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	14526	14526	14506	14506	1	IUPc							Strain 'thy1': Y
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	14526	14526	14506	14506	1	STMS							Solved vote:  / txt (4) T 30  is in  
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	14526	14526	14506	14506	1	UNSc							high
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	14651	14651	14631	14631	1	ESDN							
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	14735	14735	14715	14715	1	IUPc							Strain 'thy1': R
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	14735	14735	14715	14715	1	STMS							Solved vote:  / txt (4) A 30  is in  
NC_010976.1|Gyrodactylus_derjavinoides_bb_bb_bb_bb_bb	14735	14735	14715	14715	1	UNSc							high
