#
# conName	fromPadded	toPadded	fromUnPadded	toUnPadded	len	type	SNPqual	qualA	qualC	qualG	qualT	qual*	comment
#
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	0	4	0	4	5	MIRA							Assembled with MIRA
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	11193	11193	11181	11181	1	STMS							Solved vote:  / txt (4) G 30  is in  
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	11193	11193	11181	11181	1	UNSc							high
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	11200	11200	11188	11188	1	IUPc							Strain 'mix': Y
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	11200	11200	11188	11188	1	STMS							Solved vote:  / txt (4) C 30  is in  
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	11200	11200	11188	11188	1	UNSc							high
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	11202	11202	11190	11190	1	IUPc							Strain 'mix': Y
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	11202	11202	11190	11190	1	STMS							Solved vote:  / txt (4) C 30  is in  
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	11202	11202	11190	11190	1	UNSc							high
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	11203	11203	11191	11191	1	IUPc							Strain 'mix': Y
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	11203	11203	11191	11191	1	STMS							Solved vote:  / txt (4) T 30  is in  
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	11203	11203	11191	11191	1	UNSc							high
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	11243	11243	11231	11231	1	SROc							high
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	11246	11246	11234	11234	1	SROc							high
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	11410	11410	11398	11398	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	11431	11431	11419	11419	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	11574	11574	11562	11562	1	SRMc	83	83	0	90	0	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	11610	11610	11598	11598	1	IUPc							Strain 'mix': R
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	11610	11610	11598	11598	1	STMS							Solved vote:  / txt (4) A 30  is in  
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	11610	11610	11598	11598	1	UNSc							high
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	11763	11763	11751	11751	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	11874	11874	11862	11862	1	SRMc	81	85	0	0	81	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	12051	12051	12038	12038	1	SRMc	86	0	90	86	0	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	12123	12123	12110	12110	1	SRMc	87	0	0	87	87	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	12205	12205	12192	12192	1	SRMc	88	0	88	0	90	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	12283	12283	12270	12270	1	SRMc	90	0	90	0	90	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	12414	12414	12401	12401	1	SRMc	81	0	90	0	81	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	12952	12952	12936	12936	1	WRMc	87	89	0	0	0	87	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	13077	13077	13061	13061	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	13310	13310	-1	-1	1	WRMc	81	0	82	0	0	81	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	13556	13556	13538	13538	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	13578	13578	13560	13560	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	13594	13594	13576	13576	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	13948	13948	13930	13930	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	14076	14076	14058	14058	1	SRMc	89	0	89	0	90	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	14259	14259	14241	14241	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	14264	14264	14246	14246	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	14403	14403	14385	14385	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	14564	14564	14546	14546	1	SRMc	88	0	88	0	90	0	
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	14685	14685	14667	14667	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	14687	14687	14669	14669	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	14763	14763	14745	14745	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	14782	14782	14764	14764	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	14787	14787	14769	14769	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	14827	14827	14809	14809	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	14828	14828	14810	14810	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	14830	14830	14812	14812	1	ESDN							
tru1|Gyrodactylus_truttae_ciruclar_14823_bb_bb	14850	14850	14832	14832	1	ESDN							
