#
# conName	fromPadded	toPadded	fromUnPadded	toUnPadded	len	type	SNPqual	qualA	qualC	qualG	qualT	qual*	comment
#
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	0	4	0	4	5	MIRA							Assembled with MIRA
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	12289	12289	12266	12266	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	12438	12438	12415	12415	1	SRMc	79	0	0	90	79	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	12539	12539	12516	12516	1	SRMc	90	90	90	0	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	12711	12711	12688	12688	1	SRMc	71	71	90	0	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	12732	12732	12709	12709	1	SRMc	83	83	90	0	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	12867	12867	12844	12844	1	SRMc	29	29	90	76	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13009	13009	12986	12986	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13043	13043	13020	13020	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13048	13048	13025	13025	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13052	13052	13029	13029	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13056	13056	13033	13033	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13160	13160	13137	13137	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13161	13161	13138	13138	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13164	13164	13141	13141	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13184	13184	13161	13161	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13285	13285	13262	13262	1	SRMc	71	71	90	0	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13298	13298	-1	-1	1	WRMc	86	86	0	0	0	88	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13299	13299	13274	13274	1	SRMc	82	90	0	0	0	82	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13373	13373	13347	13347	1	SRMc	81	0	0	88	81	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13459	13459	13433	13433	1	SRMc	79	79	90	0	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13601	13601	13575	13575	1	SRMc	81	0	0	90	81	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13735	13735	13709	13709	1	SRMc	78	0	0	90	78	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13838	13838	13812	13812	1	SRMc	31	88	90	31	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13956	13956	13930	13930	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13961	13961	13935	13935	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13962	13962	13936	13936	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13965	13965	13939	13939	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13969	13969	13943	13943	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13976	13976	13950	13950	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	13992	13992	13966	13966	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14004	14004	13977	13977	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14020	14020	13993	13993	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14030	14030	14003	14003	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14040	14040	14013	14013	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14066	14066	14039	14039	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14069	14069	14042	14042	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14078	14078	14051	14051	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14219	14219	14192	14192	1	SRMc	87	87	90	0	0	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14331	14331	14304	14304	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14333	14333	14306	14306	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14338	14338	14311	14311	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14345	14345	14318	14318	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14352	14352	14325	14325	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14374	14374	14347	14347	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14409	14409	14382	14382	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14414	14414	14387	14387	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14415	14415	14388	14388	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14417	14417	14390	14390	1	ESDN							
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14611	14611	14584	14584	1	SRMc	81	0	0	90	81	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14634	14634	14607	14607	1	SRMc	89	0	90	0	89	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14717	14717	14690	14690	1	SRMc	89	0	90	0	89	0	
teu2|Gyrodactylus_teuchis_ciruclar_14789_bb_bb_bb	14764	14764	14737	14737	1	SRMc	77	0	0	89	77	0	
